00:00:00:00:00:00	Officially Xerox
00:0A:D2:00:00:00	JEPICO Corporation
00:0A:D3:00:00:00	INITECH Co., Ltd
00:0A:D4:00:00:00	CoreBell Systems Inc.
00:0A:D5:00:00:00	Brainchild Electronic Co., Ltd.
00:0A:D6:00:00:00	BeamReach Networks
00:0A:D7:00:00:00	Origin ELECTRIC CO.,LTD.
00:0A:D8:00:00:00	IPCserv Technology Corp.
00:0A:D9:00:00:00	Sony Mobile Communications AB
00:0A:DA:00:00:00	Vindicator Technologies
00:0A:DB:00:00:00	SkyPilot Network, Inc
00:0A:DC:00:00:00	RuggedCom Inc.
00:0A:DD:00:00:00	Allworx Corp.
00:0A:DE:00:00:00	Happy Communication Co., Ltd.
00:0A:DF:00:00:00	Gennum Corporation
00:0A:E0:00:00:00	Fujitsu Softek
00:0A:E1:00:00:00	EG Technology
00:0A:E2:00:00:00	Binatone Electronics International, Ltd
00:0A:E3:00:00:00	YANG MEI TECHNOLOGY CO., LTD
00:0A:E4:00:00:00	Wistron Corporation
00:0A:E5:00:00:00	ScottCare Corporation
00:0A:E6:00:00:00	Elitegroup Computer Systems Co.,Ltd.
00:0A:E7:00:00:00	ELIOP S.A.
00:0A:E8:00:00:00	Cathay Roxus Information Technology Co. LTD
00:0A:E9:00:00:00	AirVast Technology Inc.
00:0A:EA:00:00:00	ADAM ELEKTRONIK LTD. ŞTI
00:0A:EB:00:00:00	TP-LINK TECHNOLOGIES CO.,LTD.
00:0A:EC:00:00:00	Koatsu Gas Kogyo Co., Ltd.
00:0A:ED:00:00:00	HARTING Electronics GmbH
00:0A:EE:00:00:00	GCD Hard- & Software GmbH
00:0A:EF:00:00:00	OTRUM ASA
00:0A:F0:00:00:00	SHIN-OH ELECTRONICS CO., LTD. R&D
00:0A:F1:00:00:00	Clarity Design, Inc.
00:0A:F2:00:00:00	NeoAxiom Corp.
00:0A:F3:00:00:00	Cisco Systems, Inc
00:0A:F4:00:00:00	Cisco Systems, Inc
00:0A:F5:00:00:00	Airgo Networks, Inc.
00:0A:F6:00:00:00	Emerson Climate Technologies Retail Solutions, Inc.
00:0A:F7:00:00:00	Broadcom
00:0A:F8:00:00:00	American Telecare Inc.
00:0A:F9:00:00:00	HiConnect, Inc.
00:0A:FA:00:00:00	Traverse Technologies Australia
00:0A:FB:00:00:00	Ambri Limited
00:0A:FC:00:00:00	Core Tec Communications, LLC
00:0A:FD:00:00:00	Kentec Electronics
00:0A:FE:00:00:00	NovaPal Ltd
00:0A:FF:00:00:00	Kilchherr Elektronik AG
00:0B:00:00:00:00	FUJIAN START COMPUTER EQUIPMENT CO.,LTD
00:0B:01:00:00:00	DAIICHI ELECTRONICS CO., LTD.
00:0B:02:00:00:00	Dallmeier electronic
00:0B:03:00:00:00	Taekwang Industrial Co., Ltd
00:0B:04:00:00:00	Volktek Corporation
00:0B:05:00:00:00	Pacific Broadband Networks
00:0B:06:00:00:00	ARRIS Group, Inc.
00:0B:07:00:00:00	Voxpath Networks
00:0B:08:00:00:00	Pillar Data Systems
00:0B:09:00:00:00	Ifoundry Systems Singapore
00:0B:0A:00:00:00	dBm Optics
00:0B:0B:00:00:00	Corrent Corporation
00:0B:0C:00:00:00	Agile Systems Inc.
00:0B:0D:00:00:00	Air2U, Inc.
00:0B:0E:00:00:00	Trapeze Networks
00:0B:0F:00:00:00	Bosch Rexroth
00:0B:10:00:00:00	11wave Technonlogy Co.,Ltd
00:0B:11:00:00:00	HIMEJI ABC TRADING CO.,LTD.
00:0B:12:00:00:00	NURI Telecom Co., Ltd.
00:0B:13:00:00:00	ZETRON INC
00:0B:14:00:00:00	ViewSonic Corporation
00:0B:15:00:00:00	Platypus Technology
00:0B:16:00:00:00	Communication Machinery Corporation
00:0B:17:00:00:00	MKS Instruments
00:0B:18:00:00:00	Private
00:0B:19:00:00:00	Vernier Networks, Inc.
00:0B:1A:00:00:00	Industrial Defender, Inc.
00:0B:1B:00:00:00	Systronix, Inc.
00:0B:1C:00:00:00	SIBCO bv
00:0B:1D:00:00:00	LayerZero Power Systems, Inc.
00:0B:1E:00:00:00	KAPPA opto-electronics GmbH
00:0B:1F:00:00:00	I CON Computer Co.
00:0B:20:00:00:00	Hirata corporation
00:0B:21:00:00:00	G-Star Communications Inc.
00:0B:22:00:00:00	Environmental Systems and Services
00:0B:23:00:00:00	Siemens Subscriber Networks
00:0B:24:00:00:00	Airlogic
00:0B:25:00:00:00	Aeluros
00:0B:26:00:00:00	Wetek Corporation
00:0B:27:00:00:00	Scion Corporation
00:0B:28:00:00:00	Quatech Inc.
00:0B:29:00:00:00	LS(LG) Industrial Systems co.,Ltd
00:0B:2A:00:00:00	HOWTEL Co., Ltd.
00:0B:2B:00:00:00	HOSTNET CORPORATION
00:0B:2C:00:00:00	Eiki Industrial Co. Ltd.
00:0B:2D:00:00:00	Danfoss Inc.
00:0B:2E:00:00:00	Cal-Comp Electronics & Communications Company Ltd.
00:0B:2F:00:00:00	bplan GmbH
00:0B:30:00:00:00	Beijing Gongye Science & Technology Co.,Ltd
00:0B:31:00:00:00	Yantai ZhiYang Scientific and technology industry CO., LTD
00:0B:32:00:00:00	VORMETRIC, INC.
00:0B:33:00:00:00	Vivato Technologies
00:0B:34:00:00:00	ShangHai Broadband Technologies CO.LTD
00:0B:35:00:00:00	Quad Bit System co., Ltd.
00:0B:36:00:00:00	Productivity Systems, Inc.
00:0B:37:00:00:00	MANUFACTURE DES MONTRES ROLEX SA
00:0B:38:00:00:00	Knürr GmbH
00:0B:39:00:00:00	Keisoku Giken Co.,Ltd.
00:0B:3A:00:00:00	QuStream Corporation
00:0B:3B:00:00:00	devolo AG
00:0B:3C:00:00:00	Cygnal Integrated Products, Inc.
00:0B:3D:00:00:00	CONTAL OK Ltd.
00:0B:3E:00:00:00	BittWare, Inc
00:0B:3F:00:00:00	Anthology Solutions Inc.
00:0B:40:00:00:00	Oclaro
00:0B:41:00:00:00	Ing. Büro Dr. Beutlhauser
00:0B:42:00:00:00	commax Co., Ltd.
00:0B:43:00:00:00	Microscan Systems, Inc.
00:0B:44:00:00:00	Concord IDea Corp.
00:0B:45:00:00:00	Cisco Systems, Inc
00:0B:46:00:00:00	Cisco Systems, Inc
00:0B:47:00:00:00	Advanced Energy
00:0B:48:00:00:00	Sofrel
00:0B:49:00:00:00	RF-Link System Inc.
00:0B:4A:00:00:00	Visimetrics (UK) Ltd
00:0B:4B:00:00:00	VISIOWAVE SA
00:0B:4C:00:00:00	Clarion (M) Sdn Bhd
00:0B:4D:00:00:00	Emuzed
00:0B:4E:00:00:00	VertexRSI, General Dynamics SatCOM Technologies, Inc.
00:0B:4F:00:00:00	Verifone
00:0B:50:00:00:00	Oxygnet
00:0B:51:00:00:00	Micetek International Inc.
00:0B:52:00:00:00	JOYMAX ELECTRONICS CO. LTD.
00:0B:53:00:00:00	INITIUM Co., Ltd.
00:0B:54:00:00:00	BiTMICRO Networks, Inc.
00:0B:55:00:00:00	ADInstruments
00:0B:56:00:00:00	Cybernetics
00:0B:57:00:00:00	Silicon Laboratories
00:0B:58:00:00:00	Astronautics C.A  LTD
00:0B:59:00:00:00	ScriptPro, LLC
00:0B:5A:00:00:00	HyperEdge
00:0B:5B:00:00:00	Rincon Research Corporation
00:0B:5C:00:00:00	Newtech Co.,Ltd
00:0B:5D:00:00:00	FUJITSU LIMITED
00:0B:5E:00:00:00	Audio Engineering Society Inc.
00:0B:5F:00:00:00	Cisco Systems, Inc
00:0B:60:00:00:00	Cisco Systems, Inc
00:0B:61:00:00:00	Friedrich Lütze GmbH & Co. KG
00:0B:62:00:00:00	ib-mohnen KG
00:0B:63:00:00:00	Kaleidescape
00:0B:64:00:00:00	Kieback & Peter GmbH & Co KG
00:0B:65:00:00:00	Sy.A.C. srl
00:0B:66:00:00:00	Teralink Communications
00:0B:67:00:00:00	Topview Technology Corporation
00:0B:68:00:00:00	Addvalue Communications Pte Ltd
00:0B:69:00:00:00	Franke Finland Oy
00:0B:6A:00:00:00	Asiarock Technology Limited
00:0B:6B:00:00:00	Wistron Neweb Corporation
00:0B:6C:00:00:00	Sychip Inc.
00:0B:6D:00:00:00	SOLECTRON JAPAN NAKANIIDA
00:0B:6E:00:00:00	Neff Instrument Corp.
00:0B:6F:00:00:00	Media Streaming Networks Inc
00:0B:70:00:00:00	Load Technology, Inc.
00:0B:71:00:00:00	Litchfield Communications Inc.
00:0B:72:00:00:00	Lawo AG
00:0B:73:00:00:00	Kodeos Communications
00:0B:74:00:00:00	Kingwave Technology Co., Ltd.
00:0B:75:00:00:00	Iosoft Ltd.
00:0B:76:00:00:00	ET&T Technology Co. Ltd.
00:0B:77:00:00:00	Cogent Systems, Inc.
00:0B:78:00:00:00	TAIFATECH INC.
00:0B:79:00:00:00	X-COM, Inc.
00:0B:7A:00:00:00	L-3 Linkabit
00:0B:7B:00:00:00	Test-Um Inc.
00:0B:7C:00:00:00	Telex Communications
00:0B:7D:00:00:00	SOLOMON EXTREME INTERNATIONAL LTD.
00:0B:7E:00:00:00	SAGINOMIYA Seisakusho Inc.
00:0B:7F:00:00:00	Align Engineering LLC
00:0B:80:00:00:00	Lycium Networks
00:0B:81:00:00:00	Kaparel Corporation
00:0B:82:00:00:00	Grandstream Networks, Inc.
00:0B:83:00:00:00	DATAWATT B.V.
00:0B:84:00:00:00	Bodet
00:0B:85:00:00:00	Cisco Systems, Inc
00:0B:86:00:00:00	Aruba Networks
00:0B:87:00:00:00	American Reliance Inc.
00:0B:88:00:00:00	Vidisco ltd.
00:0B:89:00:00:00	Top Global Technology, Ltd.
00:0B:8A:00:00:00	MITEQ Inc.
00:0B:8B:00:00:00	KERAJET, S.A.
00:0B:8C:00:00:00	Flextronics
00:0B:8D:00:00:00	Avvio Networks
00:0B:8E:00:00:00	Ascent Corporation
00:0B:8F:00:00:00	AKITA ELECTRONICS SYSTEMS CO.,LTD.
00:0B:90:00:00:00	ADVA Optical Networking Ltd.
00:0B:91:00:00:00	Aglaia Gesellschaft für Bildverarbeitung und Kommunikation mbH
00:0B:92:00:00:00	Ascom Danmark A/S
00:0B:93:00:00:00	Ritter Elektronik
00:0B:94:00:00:00	Digital Monitoring Products, Inc.
00:0B:95:00:00:00	eBet Gaming Systems Pty Ltd
00:0B:96:00:00:00	Innotrac Diagnostics Oy
00:0B:97:00:00:00	Matsushita Electric Industrial Co.,Ltd.
00:0B:98:00:00:00	NiceTechVision
00:0B:99:00:00:00	SensAble Technologies, Inc.
00:0B:9A:00:00:00	Shanghai Ulink Telecom Equipment Co. Ltd.
00:0B:9B:00:00:00	Sirius System Co, Ltd.
00:0B:9C:00:00:00	TriBeam Technologies, Inc.
00:0B:9D:00:00:00	TwinMOS Technologies Inc.
00:0B:9E:00:00:00	Yasing Technology Corp.
00:0B:9F:00:00:00	Neue ELSA GmbH
00:0B:A0:00:00:00	T&L Information Inc.
00:0B:A1:00:00:00	Fujikura Solutions Ltd.
00:0B:A2:00:00:00	Sumitomo Electric Industries,Ltd
00:0B:A3:00:00:00	Siemens AG, I&S
00:0B:A4:00:00:00	Shiron Satellite Communications Ltd. (1996)
00:0B:A5:00:00:00	Quasar Cipta Mandiri, PT
00:0B:A6:00:00:00	Miyakawa Electric Works Ltd.
00:0B:A7:00:00:00	Maranti Networks
00:0B:A8:00:00:00	HANBACK ELECTRONICS CO., LTD.
00:0B:A9:00:00:00	CloudShield Technologies, Inc.
00:0B:AA:00:00:00	Aiphone co.,Ltd
00:0B:AB:00:00:00	Advantech Technology (CHINA) Co., Ltd.
00:0B:AC:00:00:00	3Com Ltd
00:0B:AD:00:00:00	PC-PoS Inc.
00:0B:AE:00:00:00	Vitals System Inc.
00:0B:AF:00:00:00	WOOJU COMMUNICATIONS Co,.Ltd
00:0B:B0:00:00:00	Sysnet Telematica srl
00:0B:B1:00:00:00	Super Star Technology Co., Ltd.
00:0B:B2:00:00:00	SMALLBIG TECHNOLOGY
00:0B:B3:00:00:00	RiT technologies Ltd.
00:0B:B4:00:00:00	RDC Semiconductor Inc.,
00:0B:B5:00:00:00	nStor Technologies, Inc.
00:0B:B6:00:00:00	Metalligence Technology Corp.
00:0B:B7:00:00:00	Micro Systems Co.,Ltd.
00:0B:B8:00:00:00	Kihoku Electronic Co.
00:0B:B9:00:00:00	Imsys AB
00:0B:BA:00:00:00	Harmonic, Inc
00:0B:BB:00:00:00	Etin Systems Co., Ltd
00:0B:BC:00:00:00	En Garde Systems, Inc.
00:0B:BD:00:00:00	Connexionz Limited
00:0B:BE:00:00:00	Cisco Systems, Inc
00:0B:BF:00:00:00	Cisco Systems, Inc
00:0B:C0:00:00:00	China IWNComm Co., Ltd.
00:0B:C1:00:00:00	Bay Microsystems, Inc.
00:0B:C2:00:00:00	Corinex Communication Corp.
00:0B:C3:00:00:00	Multiplex, Inc.
00:0B:C4:00:00:00	BIOTRONIK GmbH & Co
00:0B:C5:00:00:00	SMC Networks, Inc.
00:0B:C6:00:00:00	ISAC, Inc.
00:0B:C7:00:00:00	ICET S.p.A.
00:0B:C8:00:00:00	AirFlow Networks
00:0B:C9:00:00:00	Electroline Equipment
00:0B:CA:00:00:00	DATAVAN TC
00:0B:CB:00:00:00	Fagor Automation , S. Coop
00:0B:CC:00:00:00	JUSAN, S.A.
00:0B:CD:00:00:00	Hewlett Packard
00:0B:CE:00:00:00	Free2move AB
00:0B:CF:00:00:00	AGFA NDT INC.
00:0B:D0:00:00:00	XiMeta Technology Americas Inc.
00:0B:D1:00:00:00	Aeronix, Inc.
00:0B:D2:00:00:00	Remopro Technology Inc.
00:0B:D3:00:00:00	Cd3o
00:0B:D4:00:00:00	Beijing Wise Technology & Science Development Co.Ltd
00:0B:D5:00:00:00	Nvergence, Inc.
00:0B:D6:00:00:00	Paxton Access Ltd
00:0B:D7:00:00:00	DORMA Time + Access GmbH
00:0B:D8:00:00:00	Industrial Scientific Corp.
00:0B:D9:00:00:00	General Hydrogen
00:0B:DA:00:00:00	EyeCross Co.,Inc.
00:0B:DB:00:00:00	Dell Inc.
00:0B:DC:00:00:00	Akcp
00:0B:DD:00:00:00	TOHOKU RICOH Co., LTD.
00:0B:DE:00:00:00	TELDIX GmbH
00:0B:DF:00:00:00	Shenzhen RouterD Networks Limited
00:0B:E0:00:00:00	SercoNet Ltd.
00:0B:E1:00:00:00	Nokia NET Product Operations
00:0B:E2:00:00:00	Lumenera Corporation
00:0B:E3:00:00:00	Key Stream Co., Ltd.
00:0B:E4:00:00:00	Hosiden Corporation
00:0B:E5:00:00:00	HIMS International Corporation
00:0B:E6:00:00:00	Datel Electronics
00:0B:E7:00:00:00	COMFLUX TECHNOLOGY INC.
00:0B:E8:00:00:00	Aoip
00:0B:E9:00:00:00	Actel Corporation
00:0B:EA:00:00:00	Zultys Technologies
00:0B:EB:00:00:00	Systegra AG
00:0B:EC:00:00:00	NIPPON ELECTRIC INSTRUMENT, INC.
00:0B:ED:00:00:00	ELM Inc.
00:0B:EE:00:00:00	inc.jet, Incorporated
00:0B:EF:00:00:00	Code Corporation
00:0B:F0:00:00:00	MoTEX Products Co., Ltd.
00:0B:F1:00:00:00	LAP Laser Applikations
00:0B:F2:00:00:00	Chih-Kan Technology Co., Ltd.
00:0B:F3:00:00:00	BAE SYSTEMS
00:0B:F4:00:00:00	Private
00:0B:F5:00:00:00	Shanghai Sibo Telecom Technology Co.,Ltd
00:0B:F6:00:00:00	Nitgen Co., Ltd
00:0B:F7:00:00:00	NIDEK CO.,LTD
00:0B:F8:00:00:00	Infinera
00:0B:F9:00:00:00	Gemstone Communications, Inc.
00:0B:FA:00:00:00	EXEMYS SRL
00:0B:FB:00:00:00	D-NET International Corporation
00:0B:FC:00:00:00	Cisco Systems, Inc
00:0B:FD:00:00:00	Cisco Systems, Inc
00:0B:FE:00:00:00	CASTEL Broadband Limited
00:0B:FF:00:00:00	Berkeley Camera Engineering
00:0C:00:00:00:00	BEB Industrie-Elektronik AG
00:0C:01:00:00:00	Abatron AG
00:0C:02:00:00:00	ABB Oy
00:0C:03:00:00:00	HDMI Licensing, LLC
00:0C:04:00:00:00	Tecnova
00:0C:05:00:00:00	RPA Reserch Co., Ltd.
00:0C:06:00:00:00	Nixvue Systems  Pte Ltd
00:0C:07:00:00:00	Iftest AG
00:0C:08:00:00:00	HUMEX Technologies Corp.
00:0C:09:00:00:00	Hitachi IE Systems Co., Ltd
00:0C:0A:00:00:00	Guangdong Province Electronic Technology Research Institute
00:0C:0B:00:00:00	Broadbus Technologies
00:0C:0C:00:00:00	APPRO TECHNOLOGY INC.
00:0C:0D:00:00:00	Communications & Power Industries / Satcom Division
00:0C:0E:00:00:00	XtremeSpectrum, Inc.
00:0C:0F:00:00:00	Techno-One Co., Ltd
00:0C:10:00:00:00	PNI Corporation
00:0C:11:00:00:00	NIPPON DEMPA CO.,LTD.
00:0C:12:00:00:00	Micro-Optronic-Messtechnik GmbH
00:0C:13:00:00:00	Mediaq
00:0C:14:00:00:00	Diagnostic Instruments, Inc.
00:0C:15:00:00:00	CyberPower Systems, Inc.
00:0C:16:00:00:00	Concorde Microsystems Inc.
00:0C:17:00:00:00	AJA Video Systems Inc
00:0C:18:00:00:00	Zenisu Keisoku Inc.
00:0C:19:00:00:00	Telio Communications GmbH
00:0C:1A:00:00:00	Quest Technical Solutions Inc.
00:0C:1B:00:00:00	ORACOM Co, Ltd.
00:0C:1C:00:00:00	MicroWeb Co., Ltd.
00:0C:1D:00:00:00	Mettler & Fuchs AG
00:0C:1E:00:00:00	Global Cache
00:0C:1F:00:00:00	Glimmerglass Networks
00:0C:20:00:00:00	Fi WIn, Inc.
00:0C:21:00:00:00	Faculty of Science and Technology, Keio University
00:0C:22:00:00:00	Double D Electronics Ltd
00:0C:23:00:00:00	Beijing Lanchuan Tech. Co., Ltd.
00:0C:24:00:00:00	Anator
00:0C:25:00:00:00	Allied Telesis Labs, Inc.
00:0C:26:00:00:00	Weintek Labs. Inc.
00:0C:27:00:00:00	Sammy Corporation
00:0C:28:00:00:00	Rifatron
00:0C:29:00:00:00	VMware, Inc.
00:0C:2A:00:00:00	OCTTEL Communication Co., Ltd.
00:0C:2B:00:00:00	ELIAS Technology, Inc.
00:0C:2C:00:00:00	Enwiser Inc.
00:0C:2D:00:00:00	FullWave Technology Co., Ltd.
00:0C:2E:00:00:00	Openet information technology(shenzhen) Co., Ltd.
00:0C:2F:00:00:00	SeorimTechnology Co.,Ltd.
00:0C:30:00:00:00	Cisco Systems, Inc
00:0C:31:00:00:00	Cisco Systems, Inc
00:0C:32:00:00:00	Avionic Design Development GmbH
00:0C:33:00:00:00	Compucase Enterprise Co. Ltd.
00:0C:34:00:00:00	Vixen Co., Ltd.
00:0C:35:00:00:00	KaVo Dental GmbH & Co. KG
00:0C:36:00:00:00	SHARP TAKAYA ELECTRONICS INDUSTRY CO.,LTD.
00:0C:37:00:00:00	Geomation, Inc.
00:0C:38:00:00:00	TelcoBridges Inc.
00:0C:39:00:00:00	Sentinel Wireless Inc.
00:0C:3A:00:00:00	Oxance
00:0C:3B:00:00:00	Orion Electric Co., Ltd.
00:0C:3C:00:00:00	MediaChorus, Inc.
00:0C:3D:00:00:00	Glsystech Co., Ltd.
00:0C:3E:00:00:00	Crest Audio
00:0C:3F:00:00:00	Cogent Defence & Security Networks,
00:0C:40:00:00:00	Altech Controls
00:0C:41:00:00:00	Cisco-Linksys, LLC
00:0C:42:00:00:00	Routerboard.com
00:0C:43:00:00:00	Ralink Technology, Corp.
00:0C:44:00:00:00	Automated Interfaces, Inc.
00:0C:45:00:00:00	Animation Technologies Inc.
00:0C:46:00:00:00	Allied Telesyn Inc.
00:0C:47:00:00:00	SK Teletech(R&D Planning Team)
00:0C:48:00:00:00	QoStek Corporation
00:0C:49:00:00:00	Dangaard Telecom Denmark A/S
00:0C:4A:00:00:00	Cygnus Microsystems (P) Limited
00:0C:4B:00:00:00	Cheops Elektronik
00:0C:4C:00:00:00	Arcor AG&Co.
00:0C:4D:00:00:00	Curtiss-Wright Controls Avionics & Electronics
00:0C:4E:00:00:00	Winbest Technology CO,LT
00:0C:4F:00:00:00	UDTech Japan Corporation
00:0C:50:00:00:00	Seagate Technology
00:0C:51:00:00:00	Scientific Technologies Inc.
00:0C:52:00:00:00	Roll Systems Inc.
00:0C:53:00:00:00	Private
00:0C:54:00:00:00	Pedestal Networks, Inc
00:0C:55:00:00:00	Microlink Communications Inc.
00:0C:56:00:00:00	Megatel Computer (1986) Corp.
00:0C:57:00:00:00	MACKIE Engineering Services Belgium BVBA
00:0C:58:00:00:00	M&S Systems
00:0C:59:00:00:00	Indyme Electronics, Inc.
00:0C:5A:00:00:00	IBSmm Embedded Electronics Consulting
00:0C:5B:00:00:00	HANWANG TECHNOLOGY CO.,LTD
00:0C:5C:00:00:00	GTN Systems B.V.
00:0C:5D:00:00:00	CHIC TECHNOLOGY (CHINA) CORP.
00:0C:5E:00:00:00	Calypso Medical
00:0C:5F:00:00:00	Avtec, Inc.
00:0C:60:00:00:00	ACM Systems
00:0C:61:00:00:00	AC Tech corporation DBA Advanced Digital
00:0C:62:00:00:00	ABB AB, Cewe-Control
00:0C:63:00:00:00	Zenith Electronics Corporation
00:0C:64:00:00:00	X2 MSA Group
00:0C:65:00:00:00	Sunin Telecom
00:0C:66:00:00:00	Pronto Networks Inc
00:0C:67:00:00:00	OYO ELECTRIC CO.,LTD
00:0C:68:00:00:00	SigmaTel, Inc.
00:0C:69:00:00:00	National Radio Astronomy Observatory
00:0C:6A:00:00:00	Mbari
00:0C:6B:00:00:00	Kurz Industrie-Elektronik GmbH
00:0C:6C:00:00:00	Elgato Systems LLC
00:0C:6D:00:00:00	Edwards Ltd.
00:0C:6E:00:00:00	ASUSTek COMPUTER INC.
00:0C:6F:00:00:00	Amtek system co.,LTD.
00:0C:70:00:00:00	ACC GmbH
00:0C:71:00:00:00	Wybron, Inc
00:0C:72:00:00:00	Tempearl Industrial Co., Ltd.
00:0C:73:00:00:00	TELSON ELECTRONICS CO., LTD
00:0C:74:00:00:00	RIVERTEC CORPORATION
00:0C:75:00:00:00	Oriental integrated electronics. LTD
00:0C:76:00:00:00	MICRO-STAR INTERNATIONAL CO., LTD.
00:0C:77:00:00:00	Life Racing Ltd
00:0C:78:00:00:00	In-Tech Electronics Limited
00:0C:79:00:00:00	Extel Communications P/L
00:0C:7A:00:00:00	DaTARIUS Technologies GmbH
00:0C:7B:00:00:00	ALPHA PROJECT Co.,Ltd.
00:0C:7C:00:00:00	Internet Information Image Inc.
00:0C:7D:00:00:00	TEIKOKU ELECTRIC MFG. CO., LTD
00:0C:7E:00:00:00	Tellium Incorporated
00:0C:7F:00:00:00	synertronixx GmbH
00:0C:80:00:00:00	Opelcomm Inc.
00:0C:81:00:00:00	Schneider Electric (Australia)
00:0C:82:00:00:00	NETWORK TECHNOLOGIES INC
00:0C:83:00:00:00	Logical Solutions
00:0C:84:00:00:00	Eazix, Inc.
00:0C:85:00:00:00	Cisco Systems, Inc
00:0C:86:00:00:00	Cisco Systems, Inc
00:0C:87:00:00:00	Amd
00:0C:88:00:00:00	Apache Micro Peripherals, Inc.
00:0C:89:00:00:00	AC Electric Vehicles, Ltd.
00:0C:8A:00:00:00	Bose Corporation
00:0C:8B:00:00:00	Connect Tech Inc
00:0C:8C:00:00:00	KODICOM CO.,LTD.
00:0C:8D:00:00:00	MATRIX VISION GmbH
00:0C:8E:00:00:00	Mentor Engineering Inc
00:0C:8F:00:00:00	Nergal s.r.l.
00:0C:90:00:00:00	Octasic Inc.
00:0C:91:00:00:00	Riverhead Networks Inc.
00:0C:92:00:00:00	WolfVision Gmbh
00:0C:93:00:00:00	Xeline Co., Ltd.
00:0C:94:00:00:00	United Electronic Industries, Inc. (EUI)
00:0C:95:00:00:00	Primenet
00:0C:96:00:00:00	OQO, Inc.
00:0C:97:00:00:00	NV ADB TTV Technologies SA
00:0C:98:00:00:00	LETEK Communications Inc.
00:0C:99:00:00:00	HITEL LINK Co.,Ltd
00:0C:9A:00:00:00	Hitech Electronics Corp.
00:0C:9B:00:00:00	EE Solutions, Inc
00:0C:9C:00:00:00	Chongho information & communications
00:0C:9D:00:00:00	UbeeAirWalk, Inc.
00:0C:9E:00:00:00	MemoryLink Corp.
00:0C:9F:00:00:00	NKE Corporation
00:0C:A0:00:00:00	StorCase Technology, Inc.
00:0C:A1:00:00:00	SIGMACOM Co., LTD.
00:0C:A2:00:00:00	Harmonic Video Network
00:0C:A3:00:00:00	Rancho Technology, Inc.
00:0C:A4:00:00:00	Prompttec Product Management GmbH
00:0C:A5:00:00:00	Naman NZ LTd
00:0C:A6:00:00:00	Mintera Corporation
00:0C:A7:00:00:00	Metro (Suzhou) Technologies Co., Ltd.
00:0C:A8:00:00:00	Garuda Networks Corporation
00:0C:A9:00:00:00	Ebtron Inc.
00:0C:AA:00:00:00	Cubic Transportation Systems Inc
00:0C:AB:00:00:00	COMMEND International
00:0C:AC:00:00:00	Citizen Watch Co., Ltd.
00:0C:AD:00:00:00	BTU International
00:0C:AE:00:00:00	Ailocom Oy
00:0C:AF:00:00:00	TRI TERM CO.,LTD.
00:0C:B0:00:00:00	Star Semiconductor Corporation
00:0C:B1:00:00:00	Salland Engineering (Europe) BV
00:0C:B2:00:00:00	UNION co., ltd.
00:0C:B3:00:00:00	ROUND Co.,Ltd.
00:0C:B4:00:00:00	AutoCell Laboratories, Inc.
00:0C:B5:00:00:00	Premier Technolgies, Inc
00:0C:B6:00:00:00	NANJING SEU MOBILE & INTERNET TECHNOLOGY CO.,LTD
00:0C:B7:00:00:00	Nanjing Huazhuo Electronics Co., Ltd.
00:0C:B8:00:00:00	MEDION AG
00:0C:B9:00:00:00	Lea
00:0C:BA:00:00:00	Jamex, Inc.
00:0C:BB:00:00:00	ISKRAEMECO
00:0C:BC:00:00:00	Iscutum
00:0C:BD:00:00:00	Interface Masters, Inc
00:0C:BE:00:00:00	Innominate Security Technologies AG
00:0C:BF:00:00:00	Holy Stone Ent. Co., Ltd.
00:0C:C0:00:00:00	Genera Oy
00:0C:C1:00:00:00	Eaton Corporation
00:0C:C2:00:00:00	ControlNet (India) Private Limited
00:0C:C3:00:00:00	BeWAN systems
00:0C:C4:00:00:00	Tiptel AG
00:0C:C5:00:00:00	Nextlink Co., Ltd.
00:0C:C6:00:00:00	Ka-Ro electronics GmbH
00:0C:C7:00:00:00	Intelligent Computer Solutions Inc.
00:0C:C8:00:00:00	Xytronix Research & Design, Inc.
00:0C:C9:00:00:00	ILWOO DATA & TECHNOLOGY CO.,LTD
00:0C:CA:00:00:00	HGST a Western Digital Company
00:0C:CB:00:00:00	Design Combus Ltd
00:0C:CC:00:00:00	Aeroscout Ltd.
00:0C:CD:00:00:00	IEC - TC57
00:0C:CE:00:00:00	Cisco Systems, Inc
00:0C:CF:00:00:00	Cisco Systems, Inc
00:0C:D0:00:00:00	Symetrix
00:0C:D1:00:00:00	SFOM Technology Corp.
00:0C:D2:00:00:00	Schaffner EMV AG
00:0C:D3:00:00:00	Prettl Elektronik Radeberg GmbH
00:0C:D4:00:00:00	Positron Public Safety Systems inc.
00:0C:D5:00:00:00	Passave Inc.
00:0C:D6:00:00:00	PARTNER TECH
00:0C:D7:00:00:00	Nallatech Ltd
00:0C:D8:00:00:00	M. K. Juchheim GmbH & Co
00:0C:D9:00:00:00	Itcare Co., Ltd
00:0C:DA:00:00:00	FreeHand Systems, Inc.
00:0C:DB:00:00:00	Brocade Communications Systems, Inc.
00:0C:DC:00:00:00	BECS Technology, Inc
00:0C:DD:00:00:00	AOS technologies AG
00:0C:DE:00:00:00	ABB STOTZ-KONTAKT GmbH
00:0C:DF:00:00:00	PULNiX America, Inc
00:0C:E0:00:00:00	Trek Diagnostics Inc.
00:0C:E1:00:00:00	The Open Group
